Redshift,K-band mag,K-band dmag
 0.184, 21.618, 0.578
 0.150, 19.240, 0.082
 0.128, 21.561, 0.555
 0.139, 21.498, 0.530
 0.124, 17.713, 0.021
 0.148, 21.731, 0.627
 0.179, 16.634, 0.008
 0.168, 17.488, 0.017
 0.188, 20.152, 0.182
 0.148, 18.939, 0.063
 0.131, 21.017, 0.369
 0.146, 17.558, 0.018
 0.175, 21.226, 0.433
 0.073, 21.275, 0.449
 0.117, 17.618, 0.019
 0.157, 19.042, 0.069
 0.200, 21.683, 0.606
 0.085, 12.865, 0.000
 0.062, 15.784, 0.004
 0.048, 18.643, 0.048
 0.195, 21.485, 0.525
 0.126, 18.258, 0.034
 0.102, 21.953, 0.730
 0.198, 16.036, 0.004
 0.133, 20.007, 0.161
 0.093, 21.806, 0.660
 0.095, 21.251, 0.441
 0.160, 16.994, 0.011
 0.164, 21.585, 0.565
 0.147, 18.966, 0.064
 0.113, 18.558, 0.045
 0.154, 21.524, 0.540
 0.103, 21.975, 0.740
 0.191, 18.255, 0.034
 0.162, 20.599, 0.264
 0.066, 20.553, 0.254
 0.082, 21.706, 0.616
 0.147, 21.456, 0.514
 0.178, 20.282, 0.203
 0.200, 20.729, 0.293
 0.164, 19.238, 0.082
 0.194, 21.984, 0.744
 0.085, 19.192, 0.079
 0.200, 18.166, 0.031
 0.178, 20.059, 0.168
 0.144, 19.108, 0.073
 0.189, 20.787, 0.307
 0.121, 19.911, 0.148
 0.023, 21.271, 0.448
 0.086, 20.711, 0.289
 0.105, 21.928, 0.717
 0.119, 20.031, 0.164
 0.033, 14.750, 0.001
 0.146, 21.913, 0.710
 0.178, 16.701, 0.008
 0.154, 19.758, 0.130
 0.052, 17.722, 0.021
 0.161, 19.728, 0.126
 0.154, 13.648, 0.000
 0.046, 13.949, 0.001
 0.139, 21.545, 0.549
 0.168, 21.982, 0.744
 0.119, 17.194, 0.013
 0.191, 21.116, 0.398
 0.195, 20.603, 0.265
 0.199, 20.811, 0.313
 0.110, 19.158, 0.076
 0.184, 21.279, 0.451
 0.058, 18.579, 0.046
 0.120, 19.257, 0.084
 0.147, 19.518, 0.105
 0.190, 20.712, 0.289
 0.150, 21.695, 0.611
 0.195, 20.942, 0.348
 0.117, 19.262, 0.084
 0.086, 19.564, 0.109
 0.055, 19.372, 0.092
 0.188, 20.673, 0.280
 0.106, 20.301, 0.206
 0.182, 15.733, 0.003
 0.154, 21.829, 0.670
 0.147, 16.804, 0.009
 0.126, 21.980, 0.743
 0.177, 20.342, 0.213
 0.137, 18.763, 0.054
 0.187, 18.348, 0.037
 0.091, 18.880, 0.060
 0.181, 17.311, 0.014
 0.162, 21.878, 0.693
 0.039, 20.676, 0.281
 0.087, 15.414, 0.003
 0.123, 21.192, 0.422
 0.143, 17.548, 0.018
 0.155, 20.565, 0.257
 0.188, 20.464, 0.236
 0.033, 18.558, 0.045
 0.171, 21.366, 0.481
 0.061, 19.180, 0.078
 0.147, 21.504, 0.533
 0.141, 20.575, 0.259
 0.189, 21.685, 0.607
 0.120, 15.960, 0.004
 0.093, 18.496, 0.042
 0.181, 21.989, 0.747
 0.035, 20.851, 0.324
 0.108, 18.160, 0.031
 0.186, 18.084, 0.029
 0.171, 21.176, 0.417
 0.172, 17.172, 0.013
 0.118, 17.615, 0.019
 0.199, 21.858, 0.684
 0.076, 19.892, 0.146
 0.185, 16.281, 0.006
 0.172, 18.290, 0.035
 0.138, 20.953, 0.351
 0.102, 20.515, 0.246
 0.058, 17.836, 0.023
 0.165, 17.007, 0.011
 0.196, 21.710, 0.617
 0.035, 18.982, 0.065
 0.191, 15.057, 0.002
 0.185, 19.882, 0.144
 0.146, 20.606, 0.265
 0.100, 19.819, 0.137
 0.200, 17.969, 0.026
 0.122, 17.686, 0.020
 0.193, 19.459, 0.100
 0.024, 16.159, 0.005
 0.121, 21.433, 0.506
 0.134, 15.591, 0.003
 0.169, 20.784, 0.307
 0.170, 17.944, 0.026
 0.143, 14.633, 0.001
 0.169, 21.526, 0.541
 0.158, 18.776, 0.054
 0.125, 21.647, 0.590
 0.182, 21.358, 0.478
 0.158, 21.110, 0.396
 0.160, 21.867, 0.688
 0.147, 21.410, 0.497
 0.041, 16.407, 0.006
 0.062, 21.643, 0.589
 0.123, 20.621, 0.269
 0.103, 17.850, 0.023
 0.152, 20.355, 0.216
 0.143, 19.373, 0.093
 0.167, 20.878, 0.330
 0.168, 21.215, 0.430
 0.200, 18.053, 0.028
 0.038, 21.357, 0.478
 0.113, 19.641, 0.117
 0.170, 21.163, 0.413
 0.120, 16.888, 0.010
 0.106, 21.226, 0.433
 0.076, 19.531, 0.106
 0.140, 15.031, 0.002
 0.159, 21.864, 0.687
 0.110, 20.560, 0.256
 0.163, 21.023, 0.370
 0.178, 14.978, 0.002
 0.177, 21.109, 0.396
 0.128, 18.438, 0.040
 0.114, 20.522, 0.248
 0.168, 20.854, 0.324
 0.137, 20.395, 0.223
 0.172, 14.138, 0.001
 0.088, 21.443, 0.510
 0.190, 18.817, 0.056
 0.151, 15.444, 0.003
 0.157, 13.940, 0.001
 0.106, 19.348, 0.091
 0.095, 20.294, 0.205
 0.189, 17.983, 0.027
 0.172, 20.706, 0.288
 0.165, 21.904, 0.706
 0.068, 20.798, 0.310
 0.173, 11.899, 0.000
 0.191, 16.325, 0.006
 0.200, 18.581, 0.046
 0.172, 17.399, 0.016
 0.126, 21.318, 0.464
 0.142, 18.333, 0.036
 0.114, 19.115, 0.074
 0.194, 20.503, 0.244
 0.184, 21.090, 0.390
 0.120, 21.523, 0.540
 0.132, 20.301, 0.206
 0.184, 15.946, 0.004
 0.153, 21.596, 0.569
 0.196, 20.717, 0.290
 0.191, 17.453, 0.016
 0.152, 19.770, 0.131
 0.062, 20.351, 0.215
 0.160, 20.904, 0.337
 0.194, 21.355, 0.477
 0.193, 20.425, 0.229
 0.155, 18.709, 0.051
 0.163, 19.859, 0.141
 0.055, 17.343, 0.015
 0.187, 19.567, 0.110
 0.173, 17.026, 0.011
 0.064, 21.282, 0.452
 0.108, 18.659, 0.049
 0.158, 20.577, 0.259
 0.073, 15.505, 0.003
 0.027, 13.970, 0.001
 0.157, 16.540, 0.007
 0.104, 21.581, 0.563
 0.055, 19.922, 0.149
 0.122, 21.412, 0.498
 0.175, 19.647, 0.118
 0.138, 16.591, 0.007
 0.103, 20.447, 0.233
 0.173, 21.524, 0.540
 0.177, 19.333, 0.089
 0.195, 20.094, 0.173
 0.164, 17.361, 0.015
 0.194, 19.541, 0.107
 0.110, 16.536, 0.007
 0.116, 19.797, 0.134
 0.149, 19.327, 0.089
 0.045, 20.033, 0.164
 0.068, 21.344, 0.473
 0.035, 21.962, 0.734
 0.160, 19.093, 0.072
 0.198, 15.042, 0.002
 0.111, 17.250, 0.014
 0.100, 16.322, 0.006
 0.111, 17.849, 0.023
 0.147, 15.811, 0.004
 0.077, 20.255, 0.198
 0.095, 21.294, 0.456
 0.167, 21.930, 0.718
 0.175, 21.669, 0.599
 0.126, 18.759, 0.054
 0.158, 20.375, 0.219
 0.137, 20.084, 0.172
 0.192, 17.172, 0.013
 0.175, 15.556, 0.003
 0.168, 19.062, 0.070
 0.161, 20.214, 0.192
 0.175, 21.692, 0.610
 0.119, 17.232, 0.013
 0.171, 21.587, 0.565
 0.151, 16.732, 0.008
 0.086, 16.723, 0.008
 0.091, 18.178, 0.032
 0.128, 16.056, 0.005
 0.098, 21.964, 0.735
 0.188, 16.375, 0.006
 0.131, 21.231, 0.435
 0.147, 19.604, 0.113
 0.152, 20.136, 0.179
 0.097, 15.727, 0.003
 0.041, 20.996, 0.363
 0.164, 21.280, 0.451
 0.076, 18.118, 0.030
 0.166, 20.488, 0.241
 0.138, 18.431, 0.040
 0.156, 16.203, 0.005
 0.190, 21.020, 0.370
 0.156, 14.646, 0.001
 0.038, 20.886, 0.333
 0.067, 20.702, 0.287
 0.169, 17.944, 0.026
 0.189, 21.966, 0.736
 0.102, 20.423, 0.228
 0.176, 21.770, 0.644
 0.183, 21.809, 0.661
 0.173, 19.451, 0.099
 0.143, 21.835, 0.673
 0.119, 21.719, 0.621
 0.132, 15.152, 0.002
 0.095, 20.521, 0.247
 0.050, 21.757, 0.638
 0.181, 21.233, 0.435
 0.135, 21.718, 0.620
 0.084, 20.947, 0.349
 0.189, 16.872, 0.010
 0.082, 18.361, 0.037
 0.106, 21.095, 0.392
 0.057, 19.478, 0.101
 0.186, 20.033, 0.164
 0.152, 20.149, 0.181
 0.192, 20.613, 0.267
 0.115, 16.894, 0.010
 0.146, 20.824, 0.316
 0.195, 21.514, 0.537
 0.177, 20.945, 0.348
 0.063, 20.259, 0.199
 0.175, 19.685, 0.122
 0.109, 19.842, 0.139
 0.199, 20.129, 0.178
 0.192, 17.692, 0.020
 0.122, 18.930, 0.062
 0.197, 21.785, 0.650
 0.081, 21.445, 0.510
 0.182, 15.947, 0.004
 0.176, 19.191, 0.079
 0.192, 21.827, 0.669
 0.176, 19.320, 0.088
 0.046, 19.716, 0.125
 0.185, 17.795, 0.022
 0.189, 21.228, 0.434
 0.074, 21.119, 0.399
 0.158, 15.865, 0.004
 0.032, 18.559, 0.045
 0.157, 20.405, 0.225
 0.191, 18.695, 0.051
 0.187, 21.831, 0.671
 0.065, 20.271, 0.201
 0.136, 17.951, 0.026
 0.022, 14.110, 0.001
 0.187, 18.917, 0.062
 0.190, 20.873, 0.329
 0.129, 15.697, 0.003
 0.132, 21.640, 0.588
 0.173, 14.664, 0.001
 0.168, 21.474, 0.521
 0.073, 16.692, 0.008
 0.163, 16.998, 0.011
 0.196, 18.840, 0.058
 0.128, 21.934, 0.720
 0.023, 20.440, 0.232
 0.053, 21.408, 0.497
 0.158, 20.978, 0.358
 0.190, 20.262, 0.199
 0.192, 18.995, 0.066
 0.120, 21.391, 0.490
 0.153, 21.620, 0.579
 0.158, 17.421, 0.016
 0.155, 20.104, 0.175
 0.193, 20.035, 0.165
 0.177, 21.205, 0.426
 0.152, 18.905, 0.061
 0.063, 15.789, 0.004
 0.188, 20.761, 0.301
 0.091, 20.653, 0.276
 0.103, 19.495, 0.103
 0.181, 19.904, 0.147
 0.198, 14.738, 0.001
 0.117, 15.365, 0.002
 0.149, 19.517, 0.105
 0.188, 21.130, 0.403
 0.183, 20.637, 0.272
 0.172, 17.999, 0.027
 0.198, 19.610, 0.114
 0.049, 16.599, 0.007
 0.137, 21.041, 0.376
 0.062, 19.035, 0.069
 0.148, 21.909, 0.708
 0.199, 18.154, 0.031
 0.136, 18.557, 0.045
 0.004, 17.677, 0.020
 0.194, 21.450, 0.512
 0.076, 19.353, 0.091
 0.103, 19.348, 0.091
 0.160, 20.265, 0.200
 0.058, 19.113, 0.073
 0.133, 18.267, 0.034
 0.113, 17.447, 0.016
 0.153, 20.035, 0.165
 0.196, 21.195, 0.423
 0.135, 21.813, 0.663
 0.079, 20.682, 0.282
 0.172, 19.711, 0.124
 0.158, 20.149, 0.181
 0.174, 16.154, 0.005
 0.106, 15.786, 0.004
 0.197, 21.080, 0.387
 0.097, 21.215, 0.429
 0.167, 21.273, 0.449
 0.104, 21.514, 0.537
 0.095, 19.514, 0.105
 0.054, 20.706, 0.288
 0.199, 18.567, 0.045
 0.147, 15.782, 0.004
 0.108, 21.338, 0.471
 0.154, 19.806, 0.135
 0.025, 21.520, 0.539
 0.134, 21.658, 0.595
 0.170, 20.399, 0.224
 0.136, 17.674, 0.020
 0.094, 20.044, 0.166
 0.125, 16.158, 0.005
 0.187, 21.007, 0.366
 0.143, 21.371, 0.483
 0.109, 20.588, 0.261
 0.169, 21.797, 0.656
 0.172, 21.715, 0.619
 0.184, 21.692, 0.610
 0.195, 20.165, 0.184
 0.144, 18.478, 0.042
 0.127, 21.533, 0.544
 0.117, 20.521, 0.248
 0.068, 16.929, 0.010
 0.172, 21.464, 0.517
 0.136, 20.763, 0.302
 0.159, 18.061, 0.028
 0.146, 21.162, 0.412
 0.179, 20.880, 0.331
 0.188, 20.962, 0.353
 0.168, 21.054, 0.380
 0.152, 19.043, 0.069
 0.185, 21.829, 0.670
 0.195, 18.554, 0.045
 0.107, 19.909, 0.148
 0.177, 18.363, 0.037
 0.143, 21.779, 0.648
 0.101, 19.940, 0.152
 0.074, 16.032, 0.004
 0.071, 20.899, 0.336
 0.083, 18.675, 0.050
 0.136, 17.708, 0.021
 0.154, 21.891, 0.699
 0.190, 21.695, 0.611
 0.175, 18.357, 0.037
 0.121, 19.332, 0.089
 0.159, 21.556, 0.553
 0.134, 20.651, 0.275
 0.191, 20.451, 0.234
 0.092, 20.666, 0.279
 0.176, 21.831, 0.671
 0.156, 21.541, 0.547
 0.193, 18.646, 0.048
 0.191, 19.297, 0.087
 0.120, 18.059, 0.028
 0.133, 16.721, 0.008
 0.129, 20.860, 0.326
 0.102, 16.880, 0.010
 0.101, 21.464, 0.517
 0.181, 19.827, 0.138
 0.199, 14.147, 0.001
 0.047, 14.895, 0.002
 0.118, 19.420, 0.096
 0.194, 20.534, 0.250
 0.124, 13.977, 0.001
 0.061, 20.886, 0.332
 0.174, 20.635, 0.272
 0.194, 13.611, 0.000
 0.101, 20.032, 0.164
 0.012, 17.553, 0.018
 0.140, 12.722, 0.000
 0.121, 19.473, 0.101
 0.196, 15.891, 0.004
 0.091, 21.022, 0.370
 0.156, 21.729, 0.626
 0.053, 14.278, 0.001
 0.092, 13.735, 0.001
 0.157, 19.834, 0.138
 0.102, 18.295, 0.035
 0.187, 19.764, 0.130
 0.157, 21.233, 0.435
 0.134, 20.914, 0.340
 0.179, 21.654, 0.593
 0.128, 21.781, 0.648
 0.196, 20.695, 0.285
 0.167, 16.908, 0.010
 0.121, 21.262, 0.445
 0.118, 19.637, 0.117
 0.065, 18.949, 0.063
 0.096, 18.161, 0.031
 0.194, 21.057, 0.380
 0.152, 20.202, 0.190
 0.165, 21.023, 0.371
 0.156, 19.054, 0.070
 0.185, 16.605, 0.008
 0.181, 20.876, 0.330
 0.191, 21.539, 0.546
 0.163, 19.161, 0.077
 0.117, 13.477, 0.000
 0.196, 19.912, 0.148
 0.179, 18.706, 0.051
 0.143, 20.511, 0.245
 0.178, 15.051, 0.002
 0.086, 16.565, 0.007
 0.074, 13.410, 0.000
 0.171, 20.564, 0.256
 0.136, 20.445, 0.233
 0.197, 21.662, 0.597
 0.161, 17.795, 0.022
 0.146, 20.666, 0.279
 0.159, 21.229, 0.434
 0.117, 18.459, 0.041
 0.193, 19.108, 0.073
 0.152, 18.169, 0.031
 0.146, 18.996, 0.066
 0.118, 19.993, 0.159
 0.168, 21.925, 0.716
 0.140, 19.183, 0.078
 0.128, 18.933, 0.063
 0.161, 21.420, 0.501
 0.173, 20.858, 0.325
 0.138, 19.435, 0.098
 0.196, 20.705, 0.288
 0.086, 15.715, 0.003
 0.192, 14.166, 0.001
 0.102, 17.457, 0.016
 0.196, 19.155, 0.076
 0.176, 18.870, 0.059
 0.156, 20.279, 0.202
 0.156, 16.017, 0.004
 0.143, 21.957, 0.731
 0.124, 16.870, 0.010
 0.148, 21.644, 0.589
 0.169, 20.866, 0.327
 0.146, 16.765, 0.009
 0.160, 20.600, 0.264
 0.183, 19.369, 0.092
 0.089, 16.164, 0.005
 0.050, 19.468, 0.101
 0.156, 18.321, 0.036
 0.103, 19.960, 0.154
 0.199, 18.641, 0.048
 0.173, 21.383, 0.487
 0.104, 19.479, 0.102
 0.193, 21.185, 0.420
 0.176, 21.201, 0.425
 0.189, 14.853, 0.002
 0.185, 21.903, 0.705
 0.149, 19.751, 0.129
 0.188, 21.843, 0.677
 0.153, 20.864, 0.327
 0.194, 16.845, 0.009
 0.098, 20.496, 0.243
 0.194, 21.746, 0.633
 0.133, 16.345, 0.006
 0.113, 20.618, 0.268
 0.146, 18.589, 0.046
 0.132, 20.003, 0.160
 0.118, 21.580, 0.563
 0.167, 21.444, 0.510
 0.144, 21.316, 0.464
 0.138, 20.064, 0.169
 0.142, 18.992, 0.066
 0.180, 14.926, 0.002
 0.112, 21.066, 0.383
 0.178, 18.710, 0.051
 0.173, 20.905, 0.338
 0.199, 21.928, 0.717
 0.180, 21.796, 0.655
 0.193, 17.866, 0.024
 0.151, 21.383, 0.487
 0.107, 20.463, 0.236
 0.132, 20.526, 0.249
 0.195, 21.851, 0.680
 0.140, 17.071, 0.012
 0.163, 20.709, 0.289
 0.150, 18.340, 0.037
 0.103, 21.975, 0.740
 0.044, 13.030, 0.000
 0.108, 18.490, 0.042
 0.184, 16.695, 0.008
 0.158, 17.107, 0.012
 0.133, 21.181, 0.419
 0.148, 20.980, 0.358
 0.048, 18.365, 0.038
 0.125, 18.466, 0.041
 0.186, 20.685, 0.283
 0.188, 21.348, 0.475
 0.150, 19.383, 0.093
 0.083, 20.506, 0.245
 0.142, 19.493, 0.103
 0.154, 21.991, 0.748
 0.164, 17.353, 0.015
 0.109, 20.158, 0.183
 0.197, 20.640, 0.273
 0.191, 16.632, 0.008
 0.181, 15.048, 0.002
 0.157, 16.826, 0.009
 0.067, 21.355, 0.477
 0.199, 21.270, 0.448
 0.133, 20.863, 0.326
 0.153, 21.022, 0.370
 0.154, 18.507, 0.043
 0.186, 21.607, 0.574
 0.105, 18.182, 0.032
 0.134, 16.271, 0.006
 0.144, 13.763, 0.001
 0.196, 18.898, 0.061
 0.174, 15.700, 0.003
 0.167, 21.446, 0.511
 0.158, 17.971, 0.026
 0.158, 16.532, 0.007
 0.096, 19.152, 0.076
 0.124, 20.288, 0.204
 0.143, 20.822, 0.316
 0.195, 20.130, 0.178
 0.132, 20.446, 0.233
 0.138, 16.854, 0.009
 0.178, 21.268, 0.447
 0.178, 19.184, 0.078
 0.180, 19.299, 0.087
 0.037, 20.286, 0.204
 0.199, 18.555, 0.045
 0.048, 20.482, 0.240
 0.191, 21.767, 0.642
 0.151, 21.729, 0.626
 0.040, 21.698, 0.612
 0.123, 15.033, 0.002
 0.178, 14.686, 0.001
 0.131, 20.199, 0.189
 0.139, 21.282, 0.452
 0.080, 17.503, 0.017
 0.171, 21.631, 0.584
 0.144, 17.521, 0.017
 0.076, 20.486, 0.241
 0.116, 21.310, 0.462
 0.060, 18.228, 0.033
 0.134, 12.781, 0.000
 0.158, 21.545, 0.549
 0.175, 19.677, 0.121
 0.067, 16.853, 0.009
 0.174, 21.128, 0.402
 0.144, 17.467, 0.017
 0.169, 19.892, 0.146
 0.181, 20.857, 0.325
 0.096, 17.443, 0.016
 0.051, 15.331, 0.002
 0.085, 16.125, 0.005
 0.123, 18.874, 0.059
 0.162, 19.224, 0.081
 0.169, 16.587, 0.007
 0.115, 17.939, 0.025
 0.031, 18.183, 0.032
 0.147, 18.443, 0.040
 0.196, 20.552, 0.254
 0.167, 15.709, 0.003
 0.062, 17.091, 0.012
 0.142, 19.151, 0.076
 0.182, 19.030, 0.068
 0.168, 20.122, 0.177
 0.105, 16.468, 0.007
 0.121, 21.856, 0.683
 0.111, 18.986, 0.066
 0.091, 21.204, 0.426
 0.156, 21.663, 0.597
 0.094, 19.937, 0.151
 0.181, 21.751, 0.635
 0.194, 21.104, 0.394
 0.114, 17.781, 0.022
 0.087, 14.604, 0.001
 0.155, 21.838, 0.675
 0.159, 18.195, 0.032
 0.144, 21.504, 0.533
 0.154, 21.245, 0.440
 0.168, 20.267, 0.200
 0.130, 21.334, 0.470
 0.198, 20.511, 0.246
 0.193, 21.466, 0.518
 0.179, 20.018, 0.162
 0.183, 18.382, 0.038
 0.198, 21.318, 0.464
 0.186, 17.804, 0.023
 0.136, 21.405, 0.495
 0.148, 16.507, 0.007
 0.155, 16.996, 0.011
 0.112, 20.766, 0.302
 0.111, 20.927, 0.343
 0.162, 21.706, 0.615
 0.059, 12.304, 0.000
 0.084, 17.655, 0.020
 0.033, 20.897, 0.335
 0.183, 21.898, 0.703
 0.070, 20.518, 0.247
 0.154, 19.003, 0.067
 0.113, 21.606, 0.573
 0.124, 21.622, 0.580
 0.119, 15.840, 0.004
 0.180, 21.198, 0.424
 0.200, 20.548, 0.253
 0.174, 21.286, 0.453
 0.197, 14.906, 0.002
 0.129, 19.814, 0.136
 0.125, 18.126, 0.030
 0.169, 17.837, 0.023
 0.122, 19.507, 0.104
 0.158, 14.197, 0.001
 0.133, 19.832, 0.138
 0.189, 20.920, 0.342
 0.172, 19.884, 0.145
 0.101, 16.310, 0.006
 0.193, 16.781, 0.009
 0.175, 19.414, 0.096
 0.191, 19.755, 0.129
 0.135, 19.231, 0.082
 0.154, 18.723, 0.052
 0.081, 19.461, 0.100
 0.190, 16.179, 0.005
 0.110, 19.780, 0.132
 0.171, 16.430, 0.006
 0.149, 17.825, 0.023
 0.185, 19.066, 0.070
 0.054, 20.750, 0.298
 0.121, 15.487, 0.003
 0.167, 21.093, 0.391
 0.088, 18.716, 0.052
 0.185, 21.967, 0.736
 0.114, 21.889, 0.699
 0.192, 18.465, 0.041
 0.122, 21.860, 0.685
 0.180, 19.941, 0.152
 0.105, 19.264, 0.084
 0.138, 21.488, 0.526
 0.129, 20.808, 0.312
 0.122, 21.943, 0.724
 0.056, 21.378, 0.486
 0.099, 21.895, 0.701
 0.189, 14.628, 0.001
 0.101, 21.781, 0.649
 0.071, 20.492, 0.242
 0.113, 21.913, 0.710
 0.196, 17.326, 0.015
 0.128, 18.486, 0.042
 0.156, 21.776, 0.646
 0.089, 20.799, 0.310
 0.180, 13.837, 0.001
 0.157, 18.314, 0.036
 0.155, 20.114, 0.176
 0.074, 17.350, 0.015
 0.146, 21.442, 0.509
 0.176, 20.037, 0.165
 0.135, 17.590, 0.019
 0.135, 16.510, 0.007
 0.189, 21.078, 0.387
 0.197, 21.810, 0.662
 0.145, 20.589, 0.262
 0.112, 17.244, 0.014
 0.058, 19.317, 0.088
 0.177, 21.150, 0.409
 0.194, 19.477, 0.101
 0.125, 20.512, 0.246
 0.195, 14.704, 0.001
 0.193, 21.071, 0.384
 0.140, 20.515, 0.246
 0.155, 16.947, 0.010
 0.181, 20.164, 0.184
 0.077, 21.499, 0.531
 0.138, 18.263, 0.034
 0.153, 20.677, 0.281
 0.183, 19.733, 0.127
 0.049, 13.321, 0.000
 0.166, 20.849, 0.323
 0.142, 20.692, 0.285
 0.183, 20.571, 0.258
 0.170, 19.407, 0.095
 0.181, 21.749, 0.634
 0.160, 17.538, 0.018
 0.116, 19.845, 0.140
 0.182, 21.747, 0.633
 0.149, 18.379, 0.038
 0.100, 21.754, 0.636
 0.147, 20.860, 0.326
 0.169, 15.658, 0.003
 0.158, 20.734, 0.295
 0.169, 19.278, 0.085
 0.185, 20.002, 0.160
 0.194, 20.295, 0.205
 0.068, 17.145, 0.012
 0.164, 21.389, 0.490
 0.134, 17.226, 0.013
 0.179, 21.971, 0.738
 0.167, 16.975, 0.011
 0.171, 20.042, 0.166
 0.178, 15.805, 0.004
 0.174, 19.076, 0.071
 0.108, 20.029, 0.164
 0.042, 20.835, 0.319
 0.126, 21.927, 0.717
 0.115, 14.128, 0.001
 0.074, 21.307, 0.461
 0.186, 16.098, 0.005
 0.064, 13.990, 0.001
 0.146, 19.193, 0.079
 0.192, 21.669, 0.600
 0.183, 21.819, 0.666
 0.180, 20.935, 0.346
 0.101, 19.557, 0.109
 0.181, 19.362, 0.092
 0.092, 21.253, 0.442
 0.079, 15.438, 0.003
 0.078, 19.408, 0.095
 0.086, 15.841, 0.004
 0.149, 17.710, 0.021
 0.173, 17.840, 0.023
 0.118, 21.050, 0.378
 0.088, 21.965, 0.735
 0.153, 18.361, 0.037
 0.084, 19.895, 0.146
 0.058, 20.002, 0.160
 0.150, 21.882, 0.695
 0.195, 21.825, 0.669
 0.089, 21.803, 0.659
 0.113, 21.604, 0.572
 0.089, 21.812, 0.662
 0.181, 20.162, 0.183
 0.138, 21.757, 0.638
 0.162, 20.592, 0.262
 0.176, 21.064, 0.383
 0.197, 20.624, 0.269
 0.053, 21.465, 0.518
 0.054, 21.042, 0.376
 0.070, 19.641, 0.117
 0.070, 15.431, 0.003
 0.115, 21.967, 0.736
 0.133, 20.215, 0.192
 0.139, 21.806, 0.660
 0.193, 20.694, 0.285
 0.045, 21.491, 0.528
 0.176, 21.986, 0.746
 0.162, 20.725, 0.292
 0.188, 21.151, 0.409
 0.090, 19.816, 0.136
 0.184, 21.833, 0.672
 0.128, 15.273, 0.002
 0.140, 21.718, 0.621
 0.135, 17.924, 0.025
 0.112, 21.045, 0.377
 0.154, 20.441, 0.232
 0.192, 19.579, 0.111
 0.046, 12.971, 0.000
 0.160, 16.453, 0.007
 0.151, 21.524, 0.540
 0.128, 21.879, 0.694
 0.162, 21.903, 0.705
 0.185, 20.701, 0.287
 0.028, 18.581, 0.046
 0.160, 20.122, 0.177
 0.171, 19.913, 0.148
 0.191, 17.452, 0.016
 0.040, 17.825, 0.023
 0.051, 19.103, 0.073
 0.180, 14.829, 0.001
 0.160, 21.234, 0.436
 0.156, 21.854, 0.682
 0.125, 21.472, 0.520
 0.095, 20.740, 0.296
 0.141, 19.398, 0.095
 0.134, 18.187, 0.032
 0.151, 19.502, 0.104
 0.126, 15.587, 0.003
 0.140, 20.407, 0.225
 0.153, 17.830, 0.023
 0.159, 21.844, 0.677
 0.105, 21.414, 0.499
 0.138, 21.868, 0.689
 0.191, 21.414, 0.499
 0.153, 18.620, 0.047
 0.082, 19.948, 0.153
 0.168, 18.197, 0.032
 0.186, 21.614, 0.577
 0.054, 12.965, 0.000
 0.179, 21.385, 0.488
 0.146, 17.866, 0.024
 0.200, 16.702, 0.008
 0.084, 21.589, 0.566
 0.148, 21.481, 0.524
 0.062, 20.975, 0.357
 0.182, 15.555, 0.003
 0.114, 21.036, 0.374
 0.179, 21.496, 0.530
 0.175, 18.902, 0.061
 0.125, 21.486, 0.526
 0.085, 18.644, 0.048
 0.167, 21.843, 0.677
 0.164, 18.803, 0.056
 0.100, 20.262, 0.200
 0.157, 20.020, 0.162
 0.132, 18.171, 0.031
 0.115, 17.866, 0.024
 0.073, 12.488, 0.000
 0.158, 17.265, 0.014
 0.176, 19.341, 0.090
 0.051, 21.244, 0.439
 0.174, 21.443, 0.509
 0.073, 20.798, 0.310
 0.160, 20.208, 0.191
 0.193, 21.614, 0.577
 0.124, 21.294, 0.456
 0.185, 18.248, 0.034
 0.101, 20.944, 0.348
 0.174, 21.347, 0.474
 0.168, 17.299, 0.014
 0.140, 19.472, 0.101
 0.148, 15.452, 0.003
 0.165, 15.521, 0.003
 0.194, 15.431, 0.003
 0.120, 17.161, 0.013
 0.067, 19.264, 0.084
 0.163, 18.215, 0.033
 0.064, 13.781, 0.001
 0.172, 20.975, 0.357
 0.186, 18.841, 0.058
 0.158, 16.300, 0.006
 0.077, 19.265, 0.084
 0.109, 20.197, 0.189
 0.130, 15.467, 0.003
 0.168, 20.628, 0.270
 0.191, 20.342, 0.213
 0.145, 17.201, 0.013
 0.154, 14.502, 0.001
 0.145, 21.358, 0.478
 0.146, 18.509, 0.043
 0.181, 21.053, 0.379
 0.119, 21.755, 0.637
 0.158, 17.833, 0.023
 0.086, 19.404, 0.095
 0.060, 20.523, 0.248
 0.104, 14.225, 0.001
 0.158, 20.468, 0.237
 0.197, 20.948, 0.349
 0.199, 21.314, 0.463
 0.165, 19.043, 0.069
 0.120, 20.496, 0.243
 0.098, 19.964, 0.155
 0.064, 20.311, 0.208
 0.170, 19.820, 0.137
 0.037, 20.839, 0.320
 0.195, 17.494, 0.017
 0.113, 20.085, 0.172
 0.159, 21.520, 0.539
 0.163, 19.074, 0.071
 0.086, 20.973, 0.356
 0.112, 21.792, 0.654
 0.175, 21.899, 0.703
 0.119, 15.099, 0.002
 0.175, 18.150, 0.031
 0.081, 11.540, 0.000
 0.133, 16.651, 0.008
 0.196, 21.978, 0.742
 0.172, 21.021, 0.370
 0.124, 21.890, 0.699
